"data_idx","eta","rho_type","result_file","status","error_message"
1,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_1_niter80000_n200.rds","success",NA
1,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_1_niter80000_n200.rds","success",NA
1,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_1_niter80000_n200.rds","success",NA
1,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_1_niter80000_n200.rds","success",NA
1,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_1_niter80000_n200.rds","success",NA
1,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_1_niter80000_n200.rds","success",NA
1,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_1_niter80000_n200.rds","success",NA
1,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_1_niter80000_n200.rds","success",NA
1,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_1_niter80000_n200.rds","success",NA
1,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_1_niter80000_n200.rds","success",NA
1,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_1_niter80000_n200.rds","success",NA
2,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_2_niter80000_n200.rds","success",NA
2,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_2_niter80000_n200.rds","success",NA
2,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_2_niter80000_n200.rds","success",NA
2,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_2_niter80000_n200.rds","success",NA
2,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_2_niter80000_n200.rds","success",NA
2,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_2_niter80000_n200.rds","success",NA
2,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_2_niter80000_n200.rds","success",NA
2,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_2_niter80000_n200.rds","success",NA
2,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_2_niter80000_n200.rds","success",NA
2,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_2_niter80000_n200.rds","success",NA
2,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_2_niter80000_n200.rds","success",NA
3,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_3_niter80000_n200.rds","success",NA
3,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_3_niter80000_n200.rds","success",NA
3,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_3_niter80000_n200.rds","success",NA
3,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_3_niter80000_n200.rds","success",NA
3,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_3_niter80000_n200.rds","success",NA
3,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_3_niter80000_n200.rds","success",NA
3,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_3_niter80000_n200.rds","success",NA
3,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_3_niter80000_n200.rds","success",NA
3,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_3_niter80000_n200.rds","success",NA
3,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_3_niter80000_n200.rds","success",NA
3,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_3_niter80000_n200.rds","success",NA
4,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_4_niter80000_n200.rds","success",NA
4,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_4_niter80000_n200.rds","success",NA
4,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_4_niter80000_n200.rds","success",NA
4,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_4_niter80000_n200.rds","success",NA
4,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_4_niter80000_n200.rds","success",NA
4,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_4_niter80000_n200.rds","success",NA
4,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_4_niter80000_n200.rds","success",NA
4,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_4_niter80000_n200.rds","success",NA
4,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_4_niter80000_n200.rds","success",NA
4,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_4_niter80000_n200.rds","success",NA
4,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_4_niter80000_n200.rds","success",NA
5,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_5_niter80000_n200.rds","success",NA
5,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_5_niter80000_n200.rds","success",NA
5,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_5_niter80000_n200.rds","success",NA
5,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_5_niter80000_n200.rds","success",NA
5,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_5_niter80000_n200.rds","success",NA
5,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_5_niter80000_n200.rds","success",NA
5,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_5_niter80000_n200.rds","success",NA
5,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_5_niter80000_n200.rds","success",NA
5,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_5_niter80000_n200.rds","success",NA
5,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_5_niter80000_n200.rds","success",NA
5,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_5_niter80000_n200.rds","success",NA
6,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_6_niter80000_n200.rds","success",NA
6,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_6_niter80000_n200.rds","success",NA
6,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_6_niter80000_n200.rds","success",NA
6,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_6_niter80000_n200.rds","success",NA
6,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_6_niter80000_n200.rds","success",NA
6,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_6_niter80000_n200.rds","success",NA
6,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_6_niter80000_n200.rds","success",NA
6,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_6_niter80000_n200.rds","success",NA
6,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_6_niter80000_n200.rds","success",NA
6,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_6_niter80000_n200.rds","success",NA
6,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_6_niter80000_n200.rds","success",NA
7,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_7_niter80000_n200.rds","success",NA
7,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_7_niter80000_n200.rds","success",NA
7,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_7_niter80000_n200.rds","success",NA
7,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_7_niter80000_n200.rds","success",NA
7,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_7_niter80000_n200.rds","success",NA
7,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_7_niter80000_n200.rds","success",NA
7,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_7_niter80000_n200.rds","success",NA
7,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_7_niter80000_n200.rds","success",NA
7,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_7_niter80000_n200.rds","success",NA
7,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_7_niter80000_n200.rds","success",NA
7,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_7_niter80000_n200.rds","success",NA
8,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_8_niter80000_n200.rds","success",NA
8,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_8_niter80000_n200.rds","success",NA
8,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_8_niter80000_n200.rds","success",NA
8,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_8_niter80000_n200.rds","success",NA
8,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_8_niter80000_n200.rds","success",NA
8,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_8_niter80000_n200.rds","success",NA
8,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_8_niter80000_n200.rds","success",NA
8,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_8_niter80000_n200.rds","success",NA
8,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_8_niter80000_n200.rds","success",NA
8,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_8_niter80000_n200.rds","success",NA
8,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_8_niter80000_n200.rds","success",NA
9,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_9_niter80000_n200.rds","success",NA
9,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_9_niter80000_n200.rds","success",NA
9,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_9_niter80000_n200.rds","success",NA
9,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_9_niter80000_n200.rds","success",NA
9,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_9_niter80000_n200.rds","success",NA
9,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_9_niter80000_n200.rds","success",NA
9,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_9_niter80000_n200.rds","success",NA
9,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_9_niter80000_n200.rds","success",NA
9,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_9_niter80000_n200.rds","success",NA
9,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_9_niter80000_n200.rds","success",NA
9,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_9_niter80000_n200.rds","success",NA
10,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_10_niter80000_n200.rds","success",NA
10,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_10_niter80000_n200.rds","success",NA
10,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_10_niter80000_n200.rds","success",NA
10,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_10_niter80000_n200.rds","success",NA
10,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_10_niter80000_n200.rds","success",NA
10,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_10_niter80000_n200.rds","success",NA
10,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_10_niter80000_n200.rds","success",NA
10,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_10_niter80000_n200.rds","success",NA
10,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_10_niter80000_n200.rds","success",NA
10,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_10_niter80000_n200.rds","success",NA
10,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_10_niter80000_n200.rds","success",NA
11,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_11_niter80000_n200.rds","success",NA
11,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_11_niter80000_n200.rds","success",NA
11,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_11_niter80000_n200.rds","success",NA
11,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_11_niter80000_n200.rds","success",NA
11,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_11_niter80000_n200.rds","success",NA
11,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_11_niter80000_n200.rds","success",NA
11,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_11_niter80000_n200.rds","success",NA
11,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_11_niter80000_n200.rds","success",NA
11,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_11_niter80000_n200.rds","success",NA
11,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_11_niter80000_n200.rds","success",NA
11,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_11_niter80000_n200.rds","success",NA
12,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_12_niter80000_n200.rds","success",NA
12,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_12_niter80000_n200.rds","success",NA
12,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_12_niter80000_n200.rds","success",NA
12,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_12_niter80000_n200.rds","success",NA
12,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_12_niter80000_n200.rds","success",NA
12,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_12_niter80000_n200.rds","success",NA
12,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_12_niter80000_n200.rds","success",NA
12,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_12_niter80000_n200.rds","success",NA
12,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_12_niter80000_n200.rds","success",NA
12,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_12_niter80000_n200.rds","success",NA
12,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_12_niter80000_n200.rds","success",NA
13,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_13_niter80000_n200.rds","success",NA
13,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_13_niter80000_n200.rds","success",NA
13,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_13_niter80000_n200.rds","success",NA
13,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_13_niter80000_n200.rds","success",NA
13,"0.5","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.5_Nsim_13_niter80000_n200.rds","success",NA
13,"0.75","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.75_Nsim_13_niter80000_n200.rds","success",NA
13,"0.75","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.75_Nsim_13_niter80000_n200.rds","success",NA
13,"0.75","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.75_Nsim_13_niter80000_n200.rds","success",NA
13,"0.9","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.9_Nsim_13_niter80000_n200.rds","success",NA
13,"0.9","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.9_Nsim_13_niter80000_n200.rds","success",NA
13,"0.9","rho0_SM","chains/results_parallel_2/SS2_rho0_SM_eta_0.9_Nsim_13_niter80000_n200.rds","success",NA
14,"CSDA","None","chains/results_parallel_2/SS2_None_eta_CSDA_Nsim_14_niter80000_n200.rds","success",NA
14,"0","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0_Nsim_14_niter80000_n200.rds","success",NA
14,"0.5","rho0_1","chains/results_parallel_2/SS2_rho0_1_eta_0.5_Nsim_14_niter80000_n200.rds","success",NA
14,"0.5","rho0_shift","chains/results_parallel_2/SS2_rho0_shift_eta_0.5_Nsim_14_niter80000_n200.rds","success",NA
